FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_DESCR,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,state_descriptions,geographic_areas_code,geographic_areas_desc,CAUSES,MONTH
2006,2453773.5,38,,Arson,55.0,C,35.62220999,-91.70989,AR,Arkansas,SA,Southern Area,Human,Feb
2004,2453092.5,88,,Missing/Undefined,15.0,C,37.21484001,-87.64452998,KY,Kentucky,SA,Southern Area,Undefined,Mar
1992,2448681.5,60,1324.0,Arson,30.0,C,30.48673614,-88.4949312,MS,Mississippi,SA,Southern Area,Human,Mar
2000,2451737.5,194,1805.0,Lightning,1.3,B,45.72083333,-114.8238889,ID,Idaho,GB,Great Basin,Lightning,Jul
1997,2450697.5,249,1500.0,Lightning,251.0,D,36.31735,-112.31916,AZ,Arizona,SW,Southwest,Lightning,Sep
2003,2452877.5,238,344.0,Lightning,0.2,A,37.879219,-120.54655,CA,California,CA,California,Lightning,Aug
1995,2449801.5,84,,Missing/Undefined,10.0,C,33.52916667,-79.54166667,SC,South Carolina,SA,Southern Area,Undefined,Mar
2000,2451583.5,40,,Miscellaneous,0.1,A,31.2919,-89.195,MS,Mississippi,SA,Southern Area,Undefined,Feb
2006,2453954.5,219,2000.0,Lightning,0.1,A,44.2625,-120.2563889,OR,Oregon,NW,Northwest,Lightning,Aug
1998,2451018.5,205,1557.0,Lightning,0.1,A,35.95,-109.1173,AZ,Arizona,SW,Southwest,Lightning,Jul
2001,2452093.5,184,1437.0,Lightning,0.1,A,34.28694444,-116.8302778,CA,California,CA,California,Lightning,Jul
2002,2452405.5,131,,Debris Burning,0.1,A,48.70564677,-94.59688521,MN,Minnesota,NR,Northern Rockies,Human,May
2000,2451656.5,113,,Miscellaneous,0.1,A,33.305,-89.3336,MS,Mississippi,SA,Southern Area,Undefined,Apr
2000,2451796.5,253,1402.0,Lightning,20.9,C,36.41194444,-112.3519444,AZ,Arizona,SW,Southwest,Lightning,Sep
1998,2451039.5,226,2000.0,Lightning,2.0,B,40.4713,-119.5374,NV,Nevada,GB,Great Basin,Lightning,Aug
2009,2455041.5,210,,Equipment Use,0.01,A,42.21472,-122.06,OR,Oregon,NW,Northwest,Human,Jul
2006,2454065.5,330,,Missing/Undefined,35.0,C,37.18887,-83.69725998,KY,Kentucky,SA,Southern Area,Undefined,Nov
1998,2450892.5,79,,Arson,6.0,B,45.80241,-93.412392,MN,Minnesota,NR,Northern Rockies,Human,Mar
2008,2454538.5,73,,Missing/Undefined,10.0,C,36.48338,-94.7934,OK,Oklahoma,SA,Southern Area,Undefined,Mar
2007,2454311.5,211,,Equipment Use,3.1,B,42.6575,-123.51528,OR,Oregon,NW,Northwest,Human,Jul
2009,2455052.5,221,1300.0,Campfire,0.1,A,44.56111111,-121.8741667,OR,Oregon,NW,Northwest,Human,Aug
1996,2450268.5,186,,Missing/Undefined,1.0,B,34.30833333,-80.875,SC,South Carolina,SA,Southern Area,Undefined,Jul
2007,2454377.5,277,,Campfire,3.16,B,44.96117,-69.46233,ME,Maine,,National,Human,Oct
1995,2449821.5,104,,Miscellaneous,1.1,B,29.17,-81.1,FL,Florida,SA,Southern Area,Undefined,Apr
2005,2453464.5,94,,Missing/Undefined,40.0,C,36.68359002,-83.98046,KY,Kentucky,SA,Southern Area,Undefined,Apr
1994,2449433.5,81,1455.0,Arson,60.0,C,31.37662047,-90.5579522,MS,Mississippi,SA,Southern Area,Human,Mar
1998,2451084.5,271,,Debris Burning,2.0,B,33.4833,-79.6833,SC,South Carolina,SA,Southern Area,Human,Sep
1995,2449974.5,257,1630.0,Miscellaneous,130.0,D,41.6666,-105.2505,WY,Wyoming,RM,Rocky Mountain,Undefined,Sep
2005,2453464.5,94,,Debris Burning,5.0,B,31.8872,-88.5644,MS,Mississippi,SA,Southern Area,Human,Apr
1994,2449625.5,273,1630.0,Equipment Use,2.0,B,46.3667,-100.6004,ND,North Dakota,NR,Northern Rockies,Human,Sep
1992,2448722.5,101,,Missing/Undefined,10.0,C,33.34583333,-80.19583333,SC,South Carolina,SA,Southern Area,Undefined,Apr
2005,2453582.5,212,,Campfire,2.0,B,32.79671767,-93.75560209,LA,Louisiana,SA,Southern Area,Human,Jul
2001,2451987.5,78,,Debris Burning,0.2,A,38.725,-78.25,VA,Virginia,EA,Eastern Area,Human,Mar
2006,2453911.5,176,1730.0,Miscellaneous,0.2,A,39.35583333,-122.1933333,CA,California,CA,California,Undefined,Jun
1998,2451040.5,227,,Miscellaneous,53.0,C,47.52358,-117.51036,WA,Washington,NW,Northwest,Undefined,Aug
1999,2451537.5,359,,Debris Burning,23.8,C,31.0872,-83.3367,GA,Georgia,SA,Southern Area,Human,Dec
2008,2454682.5,217,,Equipment Use,1.5,B,39.56,-104.8,CO,Colorado,RM,Rocky Mountain,Human,Aug
2000,2451602.5,59,,Arson,0.2,A,34.4,-78.9167,NC,North Carolina,,National,Human,Feb
2000,2451546.5,3,,Debris Burning,125.0,D,32.38957997,-96.01458,TX,Texas,SA,Southern Area,Human,Jan
1997,2450672.5,224,1715.0,Lightning,0.1,A,37.81,-111.8466667,UT,Utah,RM,Rocky Mountain,Lightning,Aug
2000,2451817.5,274,,Debris Burning,0.1,A,43.80043,-122.92041,OR,Oregon,NW,Northwest,Human,Oct
2007,2454319.5,219,,Arson,0.72,B,45.12514,-90.48522,WI,Wisconsin,NR,Northern Rockies,Human,Aug
2007,2454196.5,96,,Debris Burning,0.5,B,37.22833,-77.59,VA,Virginia,EA,Eastern Area,Human,Apr
1999,2451401.5,223,838.0,Lightning,0.1,A,44.8026,-121.6706,OR,Oregon,NW,Northwest,Lightning,Aug
2000,2451823.5,280,,Miscellaneous,0.2,A,36.0,-79.0333,NC,North Carolina,,National,Undefined,Oct
1994,2449642.5,290,,Campfire,0.01,A,43.17592,-123.60301,OR,Oregon,NW,Northwest,Human,Oct
2003,2452860.5,221,1628.0,Smoking,192.0,D,48.1833,-108.7007,MT,Montana,RM,Rocky Mountain,Human,Aug
1995,2449788.5,71,,Debris Burning,5.0,B,30.26,-81.77,FL,Florida,SA,Southern Area,Human,Mar
1996,2450309.5,227,1403.0,Lightning,0.1,A,40.7999,-120.5011,CA,California,CA,California,Lightning,Aug
1995,2449844.5,127,,Missing/Undefined,0.4,B,34.40833333,-79.35833333,SC,South Carolina,SA,Southern Area,Undefined,May
2007,2454227.5,127,,Debris Burning,0.1,A,44.43389,-69.51334,ME,Maine,,National,Human,May
2008,2454506.5,41,,Miscellaneous,17.0,C,37.06944,-80.21306,VA,Virginia,EA,Eastern Area,Undefined,Feb
2000,2451709.5,166,,Lightning,2.5,B,31.2681,-87.15,AL,Alabama,SA,Southern Area,Lightning,Jun
2000,2451626.5,83,,Railroad,2.0,B,27.96,-82.74,FL,Florida,SA,Southern Area,Human,Mar
2006,2454061.5,326,,Miscellaneous,2.0,B,38.47796322,-82.14207099,WV,West Virginia,EA,Eastern Area,Undefined,Nov
1996,2450155.5,73,,Arson,3.0,B,32.78958,-94.72708,TX,Texas,SA,Southern Area,Human,Mar
2007,2454192.5,92,,Railroad,0.25,A,39.78867,-74.96654,NJ,New Jersey,,National,Human,Apr
1994,2449454.5,102,,Equipment Use,0.1,A,27.33,-81.44,FL,Florida,SA,Southern Area,Human,Apr
2007,2454221.5,121,,Equipment Use,7.73,B,32.16999713,-83.58159072,GA,Georgia,SA,Southern Area,Human,May
2007,2454265.5,165,,Missing/Undefined,0.1,A,40.11372032,-111.678845,UT,Utah,RM,Rocky Mountain,Undefined,Jun
2005,2453488.5,118,,Equipment Use,0.2,A,35.12925,-80.66912,NC,North Carolina,,National,Human,Apr
2006,2453923.5,188,2235.0,Fireworks,0.1,A,45.6078,-107.4683,MT,Montana,RM,Rocky Mountain,Human,Jul
1992,2448900.5,279,1915.0,Miscellaneous,0.1,A,34.695,-111.7383333,AZ,Arizona,SW,Southwest,Undefined,Oct
1998,2451055.5,242,1911.0,Lightning,0.5,B,37.36,-113.6327,UT,Utah,RM,Rocky Mountain,Lightning,Aug
2007,2454456.5,356,,Miscellaneous,200.0,D,29.20172,-98.82632,TX,Texas,SA,Southern Area,Undefined,Dec
2000,2451746.5,203,,Lightning,20.5,C,31.9558,-87.6422,AL,Alabama,SA,Southern Area,Lightning,Jul
2006,2453782.5,47,,Arson,3.0,B,30.53203296,-90.73633841,LA,Louisiana,SA,Southern Area,Human,Feb
1996,2450323.5,241,930.0,Lightning,0.1,A,44.53833333,-121.8216667,OR,Oregon,NW,Northwest,Lightning,Aug
2009,2455015.5,184,2250.0,Arson,1.0,B,41.30583333,-123.5513889,CA,California,CA,California,Human,Jul
1994,2449527.5,175,,Lightning,30.0,C,29.26,-81.29,FL,Florida,SA,Southern Area,Lightning,Jun
1998,2451012.5,199,1800.0,Lightning,1.0,B,33.44,-108.34,NM,New Mexico,SW,Southwest,Lightning,Jul
1992,2448825.5,204,,Missing/Undefined,0.1,A,46.572892,-115.721163,ID,Idaho,GB,Great Basin,Undefined,Jul
1997,2450554.5,106,,Arson,2.0,B,37.9214,-82.6325,KY,Kentucky,SA,Southern Area,Human,Apr
1993,2449130.5,143,1500.0,Debris Burning,0.1,A,44.08333225,-70.96666759,ME,Maine,,National,Human,May
2003,2452958.5,319,,Arson,6.0,B,25.61749998,-80.50416998,FL,Florida,SA,Southern Area,Human,Nov
1999,2451194.5,16,,Debris Burning,4.1,B,35.5317,-81.105,NC,North Carolina,,National,Human,Jan
1993,2449042.5,55,1800.0,Arson,3.0,B,32.47216785,-89.78868093,MS,Mississippi,SA,Southern Area,Human,Feb
2005,2453681.5,311,,Campfire,2.0,B,35.96087,-78.48911,NC,North Carolina,,National,Human,Nov
2009,2454866.5,35,,Equipment Use,0.55,B,33.18429426,-84.63705693,GA,Georgia,SA,Southern Area,Human,Feb
2006,2453915.5,180,1630.0,Lightning,0.1,A,42.0938,-121.0297,OR,Oregon,NW,Northwest,Lightning,Jun
1992,2448668.5,47,2350.0,Arson,1.0,B,34.77016897,-88.25217741,MS,Mississippi,SA,Southern Area,Human,Feb
1992,2448655.5,34,,Arson,6.0,B,34.875,-79.6917,NC,North Carolina,,National,Human,Feb
2009,2454975.5,144,,Campfire,0.15,A,43.87389,-121.43083,OR,Oregon,NW,Northwest,Human,May
1997,2450538.5,90,,Lightning,4.0,B,34.9928,-95.3231,OK,Oklahoma,SA,Southern Area,Lightning,Mar
2000,2451709.5,166,,Debris Burning,3.0,B,33.8542,-80.8633,SC,South Carolina,SA,Southern Area,Human,Jun
2003,2452791.5,152,,Debris Burning,0.5,B,43.07237,-124.30996,OR,Oregon,NW,Northwest,Human,Jun
2001,2452006.5,97,,Arson,9.0,B,35.735,-87.825,TN,Tennessee,SA,Southern Area,Human,Apr
1996,2450289.5,207,1432.0,Lightning,0.2,A,43.3018,-120.1455,OR,Oregon,NW,Northwest,Lightning,Jul
2004,2453142.5,138,,Debris Burning,3.5,B,37.74216999,-77.57600002,VA,Virginia,EA,Eastern Area,Human,May
1992,2448781.5,160,,Lightning,0.1,A,27.1,-82.33,FL,Florida,SA,Southern Area,Lightning,Jun
1997,2450782.5,334,830.0,Lightning,0.1,A,34.085,-116.8333333,CA,California,CA,California,Lightning,Nov
2008,2454648.5,183,,Debris Burning,100.0,D,33.88886,-98.42136,TX,Texas,SA,Southern Area,Human,Jul
2006,2453834.5,99,,Arson,45.0,C,31.0564,-89.7208,MS,Mississippi,SA,Southern Area,Human,Apr
1997,2450497.5,49,,Miscellaneous,0.5,B,40.34444,-74.45555,NJ,New Jersey,,National,Undefined,Feb
2008,2454514.5,49,,Debris Burning,30.0,C,31.64597,-99.40683,TX,Texas,SA,Southern Area,Human,Feb
1999,2451292.5,114,,Debris Burning,3.0,B,46.774345,-95.093261,MN,Minnesota,NR,Northern Rockies,Human,Apr
2006,2453746.5,11,,Miscellaneous,1.0,B,31.75190002,-95.31719997,TX,Texas,SA,Southern Area,Undefined,Jan
1994,2449630.5,278,,Arson,12.0,C,32.63542,-94.79375,TX,Texas,SA,Southern Area,Human,Oct
2006,2453916.5,181,,Equipment Use,0.02,A,31.93727604,-82.66970768,GA,Georgia,SA,Southern Area,Human,Jun
1999,2451368.5,190,2155.0,Campfire,0.1,A,44.075,-103.7233333,SD,South Dakota,NR,Northern Rockies,Human,Jul
1999,2451238.5,60,1400.0,Railroad,0.2,A,34.70833333,-94.49166667,OK,Oklahoma,SA,Southern Area,Human,Mar
1992,2448684.5,63,,Miscellaneous,1.0,B,28.63,-82.53,FL,Florida,SA,Southern Area,Undefined,Mar
2005,2453565.5,195,,Lightning,0.1,A,35.20706454,-111.7749029,AZ,Arizona,SW,Southwest,Lightning,Jul
2001,2452084.5,175,310.0,Equipment Use,30.0,C,41.7982,-120.1694,CA,California,CA,California,Human,Jun
2008,2454642.5,177,1808.0,Children,1.0,B,31.9173,-111.8898,AZ,Arizona,SW,Southwest,Human,Jun
2005,2453537.5,167,,Lightning,3.0,B,30.72305,-93.69638998,TX,Texas,SA,Southern Area,Lightning,Jun
1995,2449817.5,100,,Equipment Use,2.0,B,30.92,-86.45,FL,Florida,SA,Southern Area,Human,Apr
2001,2451947.5,38,1554.0,Miscellaneous,20.0,C,34.7803,-88.64,MS,Mississippi,SA,Southern Area,Undefined,Feb
1995,2449896.5,179,1320.0,Arson,0.25,A,35.23673365,-113.6704457,AZ,Arizona,SW,Southwest,Human,Jun
2007,2454176.5,76,,Arson,0.1,A,45.87604,-92.38678,WI,Wisconsin,NR,Northern Rockies,Human,Mar
2003,2452906.5,267,1100.0,Equipment Use,0.1,A,45.0267,-100.3096,SD,South Dakota,NR,Northern Rockies,Human,Sep
2004,2453169.5,165,,Missing/Undefined,0.1,A,37.90236357,-105.3733421,CO,Colorado,RM,Rocky Mountain,Undefined,Jun
2001,2452133.5,224,2006.0,Lightning,0.1,A,44.36,-119.7277778,OR,Oregon,NW,Northwest,Lightning,Aug
2001,2452271.5,362,,Children,0.1,A,33.0333,-80.1333,SC,South Carolina,SA,Southern Area,Human,Dec
2008,2454571.5,106,,Missing/Undefined,0.3,B,35.90884,-82.05125,NC,North Carolina,,National,Undefined,Apr
1999,2451281.5,103,,Debris Burning,0.2,A,47.402052,-92.783561,MN,Minnesota,NR,Northern Rockies,Human,Apr
2006,2453970.5,235,,Miscellaneous,1.0,B,26.32553998,-98.71589998,TX,Texas,SA,Southern Area,Undefined,Aug
1994,2449565.5,213,,Missing/Undefined,0.1,A,47.215551,-116.375816,ID,Idaho,GB,Great Basin,Undefined,Aug
1999,2451253.5,75,,Debris Burning,1.5,B,43.87553,-103.40794,SD,South Dakota,NR,Northern Rockies,Human,Mar
1995,2449835.5,118,1640.0,Arson,5.0,B,34.6001,-95.1669,OK,Oklahoma,SA,Southern Area,Human,Apr
2007,2454219.5,119,,Missing/Undefined,0.2,A,35.41587,-79.31082,NC,North Carolina,,National,Undefined,Apr
2007,2454369.5,269,,Debris Burning,0.5,B,30.49776,-96.98559,TX,Texas,SA,Southern Area,Human,Sep
1998,2450933.5,120,,Railroad,4.0,B,26.31,-81.59,FL,Florida,SA,Southern Area,Human,Apr
2008,2454741.5,276,1000.0,Lightning,0.1,A,44.67444444,-111.505,MT,Montana,RM,Rocky Mountain,Lightning,Oct
2007,2454184.5,84,1830.0,Debris Burning,0.1,A,44.0578,-99.4419,SD,South Dakota,NR,Northern Rockies,Human,Mar
1999,2451527.5,349,2341.0,Fireworks,0.1,A,32.6592,-116.3645,CA,California,CA,California,Human,Dec
1997,2450452.5,4,,Smoking,0.1,A,32.5197,-92.9394,LA,Louisiana,SA,Southern Area,Human,Jan
2005,2453619.5,249,,Equipment Use,1.0,B,46.77272053,-99.32988777,ND,North Dakota,NR,Northern Rockies,Human,Sep
2005,2453554.5,184,1530.0,Children,0.1,A,38.94,-120.0466667,CA,California,CA,California,Human,Jul
2001,2452210.5,301,,Equipment Use,15.0,C,35.6,-76.0167,NC,North Carolina,,National,Human,Oct
2005,2453505.5,135,,Arson,0.25,A,39.45421,-74.67049001,NJ,New Jersey,,National,Human,May
1994,2449705.5,353,800.0,Arson,500.0,E,29.7,-93.8667,TX,Texas,SA,Southern Area,Human,Dec
2007,2454372.5,272,,Debris Burning,2.0,B,32.70377,-94.97321,TX,Texas,SA,Southern Area,Human,Sep
1992,2448688.5,67,1226.0,Missing/Undefined,3.5,B,36.00759883,-95.10870351,OK,Oklahoma,SA,Southern Area,Undefined,Mar
1995,2449898.5,181,,Missing/Undefined,0.1,A,47.697257,-116.997944,ID,Idaho,GB,Great Basin,Undefined,Jun
2006,2453771.5,36,,Arson,0.83,B,31.93244465,-84.04899618,GA,Georgia,SA,Southern Area,Human,Feb
2003,2452661.5,22,,Miscellaneous,6.0,B,33.52102001,-92.25608997,AR,Arkansas,SA,Southern Area,Undefined,Jan
1992,2448771.5,150,1500.0,Arson,10.0,C,44.34650283,-85.95051851,MI,Michigan,NR,Northern Rockies,Human,May
1999,2451395.5,217,,Lightning,0.01,A,45.03813,-119.01511,OR,Oregon,NW,Northwest,Lightning,Aug
1994,2449559.5,207,1500.0,Campfire,0.1,A,40.69166667,-110.865,UT,Utah,RM,Rocky Mountain,Human,Jul
1995,2449754.5,37,1417.0,Arson,2.0,B,31.58534422,-89.74972228,MS,Mississippi,SA,Southern Area,Human,Feb
1995,2449862.5,145,2330.0,Arson,0.5,B,33.1001,-110.0773,AZ,Arizona,SW,Southwest,Human,May
1995,2449968.5,251,1223.0,Lightning,0.1,A,37.6,-109.3507,UT,Utah,RM,Rocky Mountain,Lightning,Sep
2005,2453573.5,203,,Lightning,0.01,A,44.47666,-122.7915,OR,Oregon,NW,Northwest,Lightning,Jul
1993,2449321.5,334,,Missing/Undefined,0.5,B,33.25833333,-80.60833333,SC,South Carolina,SA,Southern Area,Undefined,Nov
1993,2449086.5,99,,Debris Burning,1.0,B,34.9783,-79.1717,NC,North Carolina,,National,Human,Apr
1994,2449571.5,219,1400.0,Lightning,1.0,B,34.07166667,-109.4316667,AZ,Arizona,SW,Southwest,Lightning,Aug
2000,2451584.5,41,,Miscellaneous,2.0,B,30.9292,-92.9028,LA,Louisiana,SA,Southern Area,Undefined,Feb
2005,2453414.5,44,,Debris Burning,1.5,B,30.67471999,-85.90778,FL,Florida,SA,Southern Area,Human,Feb
2000,2451631.5,88,,Miscellaneous,0.1,A,33.2944,-89.7825,MS,Mississippi,SA,Southern Area,Undefined,Mar
2003,2452861.5,222,,Missing/Undefined,2.0,B,43.54519,-101.8158,SD,South Dakota,NR,Northern Rockies,Undefined,Aug
1996,2450374.5,292,2235.0,Structure,1.0,B,44.0764,-99.4884,SD,South Dakota,NR,Northern Rockies,Human,Oct
2005,2453391.5,21,,Lightning,1.5,B,32.29087095,-93.69781134,LA,Louisiana,SA,Southern Area,Lightning,Jan
1995,2450030.5,313,1410.0,Missing/Undefined,15.0,C,34.52939991,-94.89309708,OK,Oklahoma,SA,Southern Area,Undefined,Nov
2006,2453913.5,178,1700.0,Lightning,0.25,A,40.74472222,-121.2355556,CA,California,CA,California,Lightning,Jun
1998,2450987.5,174,,Debris Burning,8.0,B,31.18686,-95.57709,TX,Texas,SA,Southern Area,Human,Jun
1996,2450268.5,186,2300.0,Debris Burning,1.0,B,34.59044502,-88.63720025,MS,Mississippi,SA,Southern Area,Human,Jul
1993,2449300.5,313,,Missing/Undefined,30.0,C,34.91944503,-106.0172195,NM,New Mexico,SW,Southwest,Undefined,Nov
2005,2453634.5,264,,Arson,15.0,C,31.5361,-89.975,MS,Mississippi,SA,Southern Area,Human,Sep
1999,2451355.5,177,835.0,Campfire,0.1,A,35.33166667,-111.4983333,AZ,Arizona,SW,Southwest,Human,Jun
1998,2451007.5,194,,Missing/Undefined,0.1,A,38.0471,-109.29154,UT,Utah,RM,Rocky Mountain,Undefined,Jul
1993,2449100.5,113,1000.0,Debris Burning,2.0,B,36.78948737,-90.69047962,MO,Missouri,SA,Southern Area,Human,Apr
1999,2451406.5,228,,Arson,2.0,B,31.0944,-93.4133,LA,Louisiana,SA,Southern Area,Human,Aug
1998,2450933.5,120,,Debris Burning,1.5,B,26.2381,-81.5669,FL,Florida,SA,Southern Area,Human,Apr
2007,2454245.5,145,,Equipment Use,0.26,B,32.4250026,-82.66332159,GA,Georgia,SA,Southern Area,Human,May
1999,2451482.5,304,,Arson,1.0,B,37.4775,-83.5544,KY,Kentucky,SA,Southern Area,Human,Oct
1994,2449479.5,127,,Railroad,10.0,C,29.07,-82.21,FL,Florida,SA,Southern Area,Human,May
2008,2454549.5,84,1622.0,Miscellaneous,0.3,B,34.14981,-114.30714,AZ,Arizona,SW,Southwest,Undefined,Mar
2001,2451996.5,87,,Arson,0.1,A,35.35,-83.2333,NC,North Carolina,,National,Human,Mar
1998,2451080.5,267,,Campfire,0.75,B,46.686517,-92.240463,MN,Minnesota,NR,Northern Rockies,Human,Sep
2007,2454304.5,204,802.0,Lightning,0.1,A,39.08078,-112.00817,UT,Utah,RM,Rocky Mountain,Lightning,Jul
1995,2449858.5,141,,Debris Burning,1.0,B,47.283952,-93.578933,MN,Minnesota,NR,Northern Rockies,Human,May
1995,2449966.5,249,1830.0,Lightning,0.1,A,40.30333333,-111.6083333,UT,Utah,RM,Rocky Mountain,Lightning,Sep
2006,2453750.5,15,,Miscellaneous,0.1,A,35.73987002,-81.28854001,NC,North Carolina,,National,Undefined,Jan
1998,2450920.5,107,,Debris Burning,3.0,B,46.513337,-93.929491,MN,Minnesota,NR,Northern Rockies,Human,Apr
2008,2454574.5,109,,Arson,1.0,B,37.37028,-80.83778,VA,Virginia,EA,Eastern Area,Human,Apr
2008,2454738.5,273,,Debris Burning,1.0,B,29.34126,-98.04539,TX,Texas,SA,Southern Area,Human,Sep
2001,2452016.5,107,,Arson,1.0,B,34.1925,-85.9047,AL,Alabama,SA,Southern Area,Human,Apr
2002,2452383.5,109,800.0,Miscellaneous,0.1,A,33.51666667,-111.6583333,AZ,Arizona,SW,Southwest,Undefined,Apr
2006,2454052.5,317,,Debris Burning,1.0,B,32.17294511,-81.46415885,GA,Georgia,SA,Southern Area,Human,Nov
1992,2448645.5,24,,Railroad,100.0,D,27.83,-82.23,FL,Florida,SA,Southern Area,Human,Jan
1996,2450126.5,44,1545.0,Debris Burning,7.0,B,31.0448404,-91.46202238,MS,Mississippi,SA,Southern Area,Human,Feb
2004,2453261.5,257,,Children,4.0,B,32.50721999,-94.98473001,TX,Texas,SA,Southern Area,Human,Sep
1995,2449962.5,245,,Miscellaneous,4.0,B,47.84712,-117.56981,WA,Washington,NW,Northwest,Undefined,Sep
2004,2453144.5,140,734.0,Miscellaneous,0.1,A,33.692419,-116.294811,CA,California,CA,California,Undefined,May
2000,2451845.5,302,,Arson,5.0,B,34.7667,-79.2167,NC,North Carolina,,National,Human,Oct
2000,2451833.5,290,,Missing/Undefined,0.1,A,40.5001,-111.40494,UT,Utah,RM,Rocky Mountain,Undefined,Oct
2004,2453350.5,346,150.0,Miscellaneous,0.1,A,43.3081,-100.7993,SD,South Dakota,NR,Northern Rockies,Undefined,Dec
2007,2454176.5,76,,Debris Burning,0.01,A,31.51358812,-84.16747469,GA,Georgia,SA,Southern Area,Human,Mar
2007,2454220.5,120,,Debris Burning,0.5,B,34.35000002,-80.31667,SC,South Carolina,SA,Southern Area,Human,Apr
1996,2450263.5,181,1500.0,Lightning,0.1,A,37.925,-111.5316667,UT,Utah,RM,Rocky Mountain,Lightning,Jun
1996,2450198.5,116,1315.0,Debris Burning,0.5,B,48.0203,-105.9528,MT,Montana,RM,Rocky Mountain,Human,Apr
1992,2448750.5,129,1559.0,Lightning,0.1,A,43.3832,-120.7511,OR,Oregon,NW,Northwest,Lightning,May
2003,2452672.5,33,,Arson,2.92,B,33.28464747,-82.20871072,GA,Georgia,SA,Southern Area,Human,Feb
2008,2454695.5,230,1100.0,Lightning,10.0,C,44.89111111,-122.035,OR,Oregon,NW,Northwest,Lightning,Aug
2002,2452548.5,274,,Arson,5.0,B,35.1383,-94.6886,OK,Oklahoma,SA,Southern Area,Human,Oct
1992,2448814.5,193,1531.0,Equipment Use,0.1,A,44.44277778,-121.0352778,OR,Oregon,NW,Northwest,Human,Jul
1995,2449783.5,66,,Railroad,6.0,B,27.67,-82.44,FL,Florida,SA,Southern Area,Human,Mar
1999,2451213.5,35,,Debris Burning,0.2,A,36.2383,-81.0217,NC,North Carolina,,National,Human,Feb
1998,2450998.5,185,,Equipment Use,3.0,B,28.49,-81.19,FL,Florida,SA,Southern Area,Human,Jul
2009,2454870.5,39,,Debris Burning,1.26,B,31.51829298,-83.1818811,GA,Georgia,SA,Southern Area,Human,Feb
2007,2454251.5,151,1045.0,Lightning,9.0,B,33.2436,-110.8381,AZ,Arizona,SW,Southwest,Lightning,May
2008,2454670.5,205,800.0,Lightning,0.9,B,42.7,-121.1905556,OR,Oregon,NW,Northwest,Lightning,Jul
1994,2449447.5,95,,Children,40.0,C,36.4783,-76.815,NC,North Carolina,,National,Human,Apr
1995,2449802.5,85,,Smoking,1.0,B,35.105,-84.295,NC,North Carolina,,National,Human,Mar
1999,2451392.5,214,1445.0,Lightning,0.6,B,46.03333333,-113.725,MT,Montana,RM,Rocky Mountain,Lightning,Aug
2004,2453095.5,91,,Missing/Undefined,0.8,B,44.83805529,-85.23678627,MI,Michigan,NR,Northern Rockies,Undefined,Apr
1996,2450284.5,202,1347.0,Debris Burning,3.0,B,37.22640024,-89.85400434,MO,Missouri,SA,Southern Area,Human,Jul
1997,2450548.5,100,,Children,0.5,B,39.875,-74.15,NJ,New Jersey,,National,Human,Apr
1999,2451384.5,206,,Debris Burning,0.5,B,34.8611,-82.6158,SC,South Carolina,SA,Southern Area,Human,Jul
2005,2453434.5,64,,Debris Burning,0.2,A,35.83933,-81.47084,NC,North Carolina,,National,Human,Mar
1995,2449801.5,84,1222.0,Debris Burning,2.0,B,30.89373701,-89.03926009,MS,Mississippi,SA,Southern Area,Human,Mar
1995,2449799.5,82,,Missing/Undefined,0.2,A,34.97916667,-81.2625,SC,South Carolina,SA,Southern Area,Undefined,Mar
2005,2453493.5,123,2131.0,Equipment Use,1.0,B,46.1525,-100.6915,ND,North Dakota,NR,Northern Rockies,Human,May
2005,2453591.5,221,1610.0,Lightning,23.0,C,48.84611111,-114.8594444,MT,Montana,RM,Rocky Mountain,Lightning,Aug
2005,2453632.5,262,,Arson,0.5,B,32.75917,-81.26801997,SC,South Carolina,SA,Southern Area,Human,Sep
2001,2452214.5,305,,Smoking,0.1,A,38.0,-78.3333,VA,Virginia,EA,Eastern Area,Human,Nov
1994,2449549.5,197,,Railroad,0.1,A,29.07,-81.96,FL,Florida,SA,Southern Area,Human,Jul
2000,2451807.5,264,,Miscellaneous,1.0,B,30.9286,-92.7528,LA,Louisiana,SA,Southern Area,Undefined,Sep
2002,2452552.5,278,,Debris Burning,5.0,B,35.3153,-93.4344,AR,Arkansas,SA,Southern Area,Human,Oct
2000,2451631.5,88,,Arson,8.0,B,35.5083,-87.355,TN,Tennessee,SA,Southern Area,Human,Mar
2002,2452460.5,186,1400.0,Campfire,0.1,A,45.876389,-119.722222,WA,Washington,NW,Northwest,Human,Jul
1993,2449201.5,214,823.0,Campfire,0.2,A,35.95,-112.1174,AZ,Arizona,SW,Southwest,Human,Aug
1996,2450309.5,227,1245.0,Debris Burning,1.0,B,37.03131436,-90.90305,MO,Missouri,SA,Southern Area,Human,Aug
2007,2454202.5,102,1230.0,Miscellaneous,1.0,B,37.14,-120.8333333,CA,California,CA,California,Undefined,Apr
2002,2452539.5,265,1658.0,Debris Burning,0.1,A,44.48555556,-120.6669444,OR,Oregon,NW,Northwest,Human,Sep
